subject_id,label_id,number,content,question_img_src,correct_answer_no,commentary,answer_img_src
2,,9,"企業は、災害や事故で被害を受けても、重要業務が中断しないこと、中断しても可能な限り短い期間で再開することが望まれている。事業継続は企業自らにとっても、重要業務中断に伴う顧客の他社への流出、マーケットシェアの低下、企業評価の低下などから企業を守る経営レベルの戦略的課題と位置づけられる。事業継続を追求する計画を「事業継続計画（BCP：Business Continuity Plan）」と呼ぶ。以下に示すBCPに関する（ア）～（エ）の記述のうち、正しいものは○、誤っているものを×として、最も適切な組合せはどれか。

（ア）　事業継続の取組みが必要なビジネスリスクには、大きく分けて、突発的に被害が発生するもの（地震、水害、テロなど）と段階的かつ長期間に渡り被害が継続するもの（感染症、水不足、電力不足など）があり、事業継続の対策は、この双方のリスクによって違ってくる。
（イ）　我が国の企業は、地震等の自然災害の経験を踏まえ、事業所の耐震化、予想被害からの復旧計画策定などの対策を進めてきており、BCPについても、中小企業を含めてほぼ全ての企業が策定している。
（ウ）　災害により何らかの被害が発生したときは、災害前の様に業務を行うことは困難となるため、すぐに着手できる業務から優先順位をつけて継続するよう検討する。
（エ）　情報システムは事業を支える重要なインフラとなっている。必要な情報のバックアップを取得し、同じ災害で同時に被災しない場所に保存する。特に重要な業務を支える情報システムについては、バックアップシステムの整備が必要となる。",,3,"事業継続計画（BCP：Business Continuity Plan）は、さまざまなリスクに備えて事業を継続するための計画です。以下は、提供された情報に基づく各項目の解説となります。

（ア）突発的なリスクと段階的に被害が継続するリスクの2つのカテゴリーには、それぞれ異なるBCPの対応策が必要です。例えば、地震やテロのような突発的なリスクと、新型インフルエンザや電力不足のような長期にわたるリスクは、異なる対策を要求します。これは正確な情報となります。

（イ）帝国データバンクの2021年の調査によれば、BCPの策定率は全体で17.6％。特に大企業では32.0％、中小企業では14.7％となっており、全ての企業がBCPを持っているわけではありません。この情報は誤りであることが確認できます。

（ウ）BCPにおいて優先すべき業務は、即座に実行可能なものではなく、事業の継続にとって必要不可欠なものです。事業継続のための重要な業務を識別し、それらを優先的に行うことが必要です。この情報も誤っています。

（エ）現代のビジネス環境において、情報システムは事業の重要な基盤となっています。したがって、データのバックアップはもちろんのこと、そのバックアップを被災のリスクが低い場所に保存する必要があります。さらに、重要な業務をサポートする情報システムに関しては、災害時でも動作を継続できるような冗長性を持ったシステムを整備することが不可欠です。この情報は正確であることが確認できます。

以上を踏まえると、
3 .ア：○　　イ：×　　ウ：×　　エ：○
が正解の組み合わせとなります",
2,,10,"近年、地球温暖化に代表される地球環境問題の抑止の観点から、省エネルギー技術や化石燃料に頼らない、エネルギーの多様化推進に対する関心が高まっている。例えば、各種機械やプラントなどのエネルギー効率の向上を図り、そこから排出される廃熱を回生することによって、化石燃料の化学エネルギー消費量を減らし、温室効果ガスの削減が行われている。とりわけ、環境負荷が小さい再生可能エネルギーの導入が注目されているが、現在のところ、急速な普及に至っていない。さまざまな課題を抱える地球規模でのエネルギー資源の解決には、主として「エネルギーの安定供給（Energy Security）」、「環境への適合（Environment）」、「経済効率性（Economic Efficiency）」の3Eの調和が大切である。
エネルギーに関する次の（ア）～（エ）の記述について、正しいものは○、誤っているものは×として、最も適切な組合せはどれか。

（ア）　再生可能エネルギーとは、化石燃料以外のエネルギー源のうち永続的に利用することができるものを利用したエネルギーであり、代表的な再生可能エネルギー源としては太陽光、風力、水力、地熱、バイオマスなどが挙げられる。
（イ）　スマートシティやスマートコミュニティにおいて、地域全体のエネルギー需給を最適化する管理システムを、「地域エネルギー管理システム（CEMS：Community Energy Management System）」という。
（ウ）　コージェネレーション（Cogeneration）とは、熱と電気（または動力）を同時に供給するシステムをいう。
（エ）　ネット・ゼロ・エネルギー・ハウス（ZEH）は、周効率機器を導入すること等を通じて大幅に省エネを実現した上で、再生可能エネルギーにより、年間の消費エネルギー量を正味でゼロとすることを目指す住宅をいう。",,1,"以下は、各記述についての解説です。

（ア）再生可能エネルギーは、化石燃料以外のエネルギー源のうち永続的に利用することができるものを利用したエネルギーを指します。太陽光、風力、水力、地熱、バイオマスなどは代表的な再生可能エネルギー源です。この記述は○です。

（イ）スマートシティやスマートコミュニティでは、地域全体のエネルギー需給を最適化する管理システムとして、「地域エネルギー管理システム（CEMS：Community Energy Management System）」が存在します。この記述も○です。

（ウ）コージェネレーション（Cogeneration）は、熱と電気（または動力）を同時に供給するシステムを指します。このシステムは、一つのエネルギー源から二つの異なる形態のエネルギーを生産することで、エネルギーの効率を高める目的があります。この記述は○です。

（エ）ネット・ゼロ・エネルギー・ハウス（ZEH）は、省エネを大幅に実現し、再生可能エネルギーを導入することで、年間の消費エネルギー量を正味でゼロにすることを目指す住宅を指します。この記述も○です。

以上の解説に基づき、最も適切な組合せは「1 .ア：○　　イ：○　　ウ：○　　エ：○」です。",
2,,11,"近年、我が国は急速な高齢化が進み、多くの高齢者が快適な社会生活を送るための対応が求められている。また、東京オリンピック・パラリンピックや大阪万博などの国際的なイベントが開催される予定があり、世界各国から多くの人々が日本を訪れることが予想される。これらの現状や今後の予定を考慮すると年齢、国籍、性別及び障害の有無などにとらわれず、快適に社会生活を送るための環境整備は重要である。その取組の一つとして、高齢者や障害者を対象としたバリアフリー化は活発に進められているが、バリアフリーは特別な対策であるため汎用性が低くなるので過剰な投資となることや、特別な対策を行うことで利用者に対する特別な意識が生まれる可能性があるなどの問題が指摘されている。バリアフリーの発想とは異なり、国籍、年齢、性別及び障害の有無などに関係なく全ての人が分け隔てなく使用できることを設計段階で考慮するユニバーサルデザインという考え方がある。ユニバーサルデザインは、1980年代に建築家でもあるノースカロライナ州立大学のロナルド・メイス教授により提唱され、我が国でも「ユニバーサルデザイン2020行動計画」をはじめ、交通設備をはじめとする社会インフラや、多くの生活用品にその考え方が取り入れられている。
以下の（ア）～（キ）に示す原則のうち、その主旨の異なるものの数はどれか。

（ア）　公平な利用（誰にでも公平に利用できること）
（イ）　利用における柔軟性（使う上での自由度が高いこと）
（ウ）　単純で直感に訴える利用法（簡単に直感的にわかる使用法となっていること）
（エ）　認知できる情報（必要な情報がすぐ理解できること）
（オ）　エラーに対する寛大さ（うっかりミスや危険につながらないデザインであること）
（カ）　少ない身体的努力（無理な姿勢や強い力なしに楽に使用できること）
（キ）　接近や利用のためのサイズと空間（接近して使えるような寸法・空間となっている）",,1,"ユニバーサルデザインの原則として、7つの原則が一般的に挙げられています。それぞれの原則は次のとおりです：

1. 公平な利用（Equitable Use）
2. 利用における柔軟性（Flexibility in Use）
3. 単純で直感に訴える利用法（Simple and Intuitive Use）
4. 認知できる情報（Perceptible Information）
5. エラーに対する寛大さ（Tolerance for Error）
6. 少ない身体的努力（Low Physical Effort）
7. 接近や利用のためのサイズと空間（Size and Space for Approach and Use）

提示された（ア）～（キ）の原則は、ユニバーサルデザインの7つの原則と一致しています。したがって、その主旨の異なるものは存在しないため、正解は「1 .0」となります。",
2,,12,"「製品安全に関する事業者の社会的責任」は、IS0 26000（社会的責任に関する手引き）2.18にて、以下のとおり、企業を含む組織の社会的責任が定義されている。

組織の決定および活動が社会および環境に及ぼす影響に対して次のような透明かつ倫理的な行動を通じて組織が担う責任として、
　―健康および社会の繁栄を含む持続可能な発展に貢献する
　―ステークホルダー（利害関係者）の期待に配慮する
　―関連法令を遵守し、国際行動規範と整合している
　―その組織全体に統合され、その組織の関係の中で実践される

製品安全に関する社会的責任とは、製品の安全・安心を確保するための取組を実施し、さまざまなステークホルダー（利害関係者）の期待に応えることを指す。
以下に示す（ア）～（キ）の取組のうち、不適切なものの数はどれか。

（ア）　法令等を遵守した上でさらにリスクの低減を図ること
（イ）　消費者の期待を踏まえて製品安全基準を設定すること
（ウ）　製造物責任を負わないことに終始するのみならず製品事故の防止に努めること
（エ）　消費者を含むステークホルダー（利害関係者）とのコミュニケーションを強化して信頼関係を構築すること
（オ）　将来的な社会の安全性や社会的弱者にも配慮すること
（カ）　有事の際に迅速かつ適切に行動することにより被害拡大防止を図ること
（キ）　消費者の苦情や紛争解決のために、適切かつ容易な手段を提供すること",,1,"内容は「製品安全に関する事業者ハンドブック」の記載からです。以下評価します。

（ア）法令等を遵守した上でさらにリスクの低減を図ること：適切。関連法令の遵守とその上でのリスク低減は、製品安全に貢献します。
（イ）消費者の期待を踏まえて製品安全基準を設定すること：適切。ステークホルダーの期待に答えることは、社会的責任の一部です。
（ウ）製造物責任を負わないことに終始するのみならず製品事故の防止に努めること：適切。製品事故の防止は、持続可能な発展への貢献として重要です。
（エ）消費者を含むステークホルダー（利害関係者）とのコミュニケーションを強化して信頼関係を構築すること：適切。信頼関係の構築は、ステークホルダーとの良好な関係を築く基本的な取組みです。
（オ）将来的な社会の安全性や社会的弱者にも配慮すること：適切。持続可能な社会を築くための配慮は、社会的責任に照らして重要です。
（カ）有事の際に迅速かつ適切に行動することにより被害拡大防止を図ること：適切。迅速な対応は、事故やトラブル時の信頼回復に重要です。
（キ）消費者の苦情や紛争解決のために、適切かつ容易な手段を提供すること：適切。問題の解決のための手段を提供することは、ステークホルダーとの関係強化に寄与します。

これらを総合すると、不適切な項目は存在しません。

したがって、不適切なものの数は「0」となります。正解は「1 .0」です。",
2,,13,"労働者が情報通信技術を利用して行うテレワーク（事業場外勤務）は、業務を行う場所に応じて、労働者の自宅で業務を行う在宅勤務、労働者の属するメインのオフィス以外に設けられたオフィスを利用するサテライトオフィス勤務、ノートパソコンや携帯電話等を活用して臨機応変に選択した場所で業務を行うモバイル勤務に分類がされる。
いずれも、労働者が所属する事業場での勤務に比べて、働く時間や場所を柔軟に活用することが可能であり、通勤時間の短縮及びこれに伴う精神的・身体的負担の軽減等のメリットが有る。使用者にとっても、業務効率化による生産性の向上、育児・介護等を理由とした労働者の離職の防止や、遠隔地の優秀な人材の確保、オフィスコストの削減等のメリットが有る。
しかし、労働者にとっては、「仕事と仕事以外の切り分けが難しい」や「長時間労働になり易い」などが言われている。使用者にとっては、「情報セキュリテイの確保」や「労務管理の方法」など、検討すべき問題・課題も多い。
テレワークを行う場合、労働基準法の適用に関する留意点について（ア）～（エ）の記述のうち、正しいものは○、誤っているものは×として、最も適切な組合せはどれか。

（ア）　労働者がテレワークを行うことを予定している場合、使用者は、テレワークを行うことが可能な勤務場所を明示することが望ましい。
（イ）　労働時間は自己管理となるため、使用者は、テレワークを行う労働者の労働時間について、把握する責務はない。
（ウ）　テレワーク中、労働者が労働から離れるいわゆる中抜け時間については、自由利用が保証されている場合、休憩時間や時間単位の有給休暇として扱うことが可能である。
（エ）　通勤や出張時の移動時間中のテレワークでは、使用者の明示又は黙示の指揮命令下で行われるものは労働時間に該当する。",,4,"テレワークに関する労働基準法の適用についての記述を、各項目ごとに評価します。

（ア）労働者がテレワークを行うことを予定している場合、使用者は、テレワークを行うことが可能な勤務場所を明示することが望ましい。
→ 正しい。テレワークの場合、勤務場所の明確化が必要となるため、明示することは望ましい。

（イ）労働時間は自己管理となるため、使用者は、テレワークを行う労働者の労働時間について、把握する責務はない。
→ 誤り。使用者は労働基準法に基づき、労働者の労働時間を把握する責務がある。テレワークの場合でも、労働時間の管理は必要である。

（ウ）テレワーク中、労働者が労働から離れるいわゆる中抜け時間については、自由利用が保証されている場合、休憩時間や時間単位の有給休暇として扱うことが可能である。
→ 正しい。休憩時間や有給休暇を取得することは可能であり、その時間を中抜け時間として自由に利用することができる。

（エ）通勤や出張時の移動時間中のテレワークでは、使用者の明示又は黙示の指揮命令下で行われるものは労働時間に該当する。
→ 正しい。使用者の指揮命令下での業務実施は労働時間としてカウントされるため、移動時間中でもテレワークを行っている場合は労働時間に含まれる。

以上の結果から、適切な組み合わせは：
ア：○　イ：×　ウ：○　エ：○
となるため、正解は「4. ア：○　イ：×　ウ：○　エ：○」です。",
2,,14,"先端技術の一つであるバイオテクノロジーにおいて、遺伝子組換え技術の生物や食品への応用研究開発及びその実用化が進んでいる。
以下の遺伝子組換え技術に関する（ア）～（エ）の記述のうち、正しいものは○、誤っているものは×として、最も適切な組合せはどれか。

（ア）　遣伝子組換え技術は、その利用により生物に新たな形質を付与することができるため、人類が抱える様々な課題を解決する有効な手段として期待されている。しかし、作出された遺伝子組換え生物等の形質次第では、野生動植物の急激な減少などを引き起こし、生物の多様性に影響を与える可能性が危惧されている。
（イ）　遺伝子組換え生物等の使用については、生物の多様性へ悪影響が及ぶことを防ぐため、国際的な枠組みが定められている。日本においても、「遺伝子組換え生物等の使用等の規制による生物の多様性の確保に関する法律」により、遺伝子組換え生物等を用いる際の規制措置を講じている。
（ウ）　安全性審査を受けていない遺伝子組換え食品等の製造・輸入・販売は、法令に基づいて禁止されている。
（エ）　遣伝子組換え食品等の安全性審査では、組換えDNA技術の応用による新たな有害成分が存在していないかなど、その安全性について、食品安全委員会の意見を聴き、総合的に審査される。",,1,"遺伝子組換え技術に関する記述を、各項目ごとに評価します。

（ア） 正しい。遺伝子組換え技術は有望な一方で、その影響に関する懸念が存在する。

（イ）正しい。遺伝子組換え生物の使用や取り扱いには、多くの国で規制や枠組みが存在する。

（ウ） 正しい。遺伝子組換え食品はその安全性が確認されるまで、一般の市場に出回ることは許可されない。

（エ）正しい。遺伝子組換え食品の安全性審査では、食品安全委員会などの専門機関の意見や評価が参考にされる。

以上の結果から、適切な組み合わせは：
ア：○　イ：○　ウ：○　エ：○
となるため、正解は「1. ア：○　イ：○　ウ：○　エ：○」です。",
2,,15,"内部告発は、社会や組織にとって有用なものである。すなわち、内部告発により、組織の不祥事が社会に明らかとなって是正されることによって、社会が不利益を受けることを防ぐことができる。また、このような不祥事が社会に明らかになる前に、組織内部における通報を通じて組織が情報を把握すれば、問題が大きくなる前に組織内で不祥事を是正し、組織自らが自発的に不祥事を行ったことを社会に明らかにすることができ、これにより組織の信用を守ることにも繋がる。
このように、内部告発が社会や組織にとってメリットとなるものなので、不祥事を発見した場合には、積極的に内部告発をすることが望まれる。ただし、告発の方法等については、慎重に検討する必要がある。
以下に示す（ア）～（力）の内部告発をするにあたって、適切なものの数はどれか。

（ア）　自分の抗議が正当であることを自ら確信できるように、あらゆる努力を払う。
（イ）　「倫理ホットライン」などの組織内手段を活用する。
（ウ）　同僚の専門職が支持するように働きかける。
（エ）　自分の直属の上司に、異議を知らしめることが適当な場合はそうすべきである。
（オ）　目前にある問題をどう解決するかについて、積極的に且つ具体的に提言すべきである。
（カ）　上司が共感せず冷淡な場合は、他の理解者を探す。",,1,"選択肢を評価します。

（ア） 適切。告発をする前に、自分の主張や情報が正確であるかどうかを確認することは重要。

（イ） 適切。正式な手段を通じて告発することは、問題を適切に報告するための方法の一つ。

（ウ）適切。告発の際には、同僚や関連する専門職の支持を得ることが重要である。

（エ）適切。問題をまず自分の上司に報告することは、多くの組織において推奨される行動。

（オ）適切。問題を指摘するだけでなく、具体的な解決策を提案することは、問題解決のために有効。

（カ） 適切。上司が問題を理解しない場合、他の理解者や適切な手段を通じて問題を報告することは重要。

全6つの選択肢が適切であると評価されました。したがって、適切な選択肢の数は6です。",
3,1,1,次のうち、ユニバーサルデザインの特性を備えた製品に関する記述として、最も不適切なものはどれか。,,4,"ユニバーサルデザインとは、あらゆる人々が利用しやすいように設計された製品や環境のことを指します。これには、年齢や能力、性別などの多様な要因に関係なく、全ての人がアクセスしやすく、使用しやすい設計を意味します。

選択肢の中で、ユニバーサルデザインの原則や考え方とは逆行しているものを考えると、以下のように考えられます：

1 .小売店の入り口のドアを、ショッピングカートやベビーカーを押していて手がふさがっている人でも通りやすいよう、自動ドアにした。
→ ユニバーサルデザインの考え方に合致しています。

2 .録音再生機器（オーディオプレーヤーなど）に、利用者がゆっくり聴きたい場合や速度を速めて聴きたい場合に対応できるよう、再生速度が変えられる機能を付けた。
→ ユニバーサルデザインの考え方に合致しています。

3 .駅構内の施設を案内する表示に、視覚的な複雑さを軽減し素早く効果的に情報が伝えられるよう、ピクトグラム（図記号）を付けた。
→ ユニバーサルデザインの考え方に合致しています。

4 .冷蔵庫の扉の取っ手を、子どもがいたずらしないよう、扉の上の方に付けた。
→ これは子どもに対して使用を難しくしており、ユニバーサルデザインの原則に合致していない可能性が高いです。

5 .電子機器の取扱説明書を、個々の利用者の能力や好みに合うよう、大きな文字で印刷したり、点字や音声・映像で提供したりした。
→ ユニバーサルデザインの考え方に合致しています。

よって、最もユニバーサルデザインの特性を備えた製品に関する記述として不適切なのは、「4 .冷蔵庫の扉の取っ手を、子どもがいたずらしないよう、扉の上の方に付けた。」です。",
3,1,2,"下図に示した、互いに独立な3個の要素が接続されたシステムA〜Eを考える。
3個の要素の信頼度はそれぞれ0.9, 0.8, 0.7 である。各システムを信頼度が高い順に並べたものとして、最も適切なものはどれか。",,2,"**信頼度の計算原理:**

- 2つの要素が直列に接続されている場合、その連続的な動作の確率は両要素の確率の積として計算されます。
- 2つの要素が並列に接続されている場合、少なくとも1つの要素が動作する確率は「1 - 両方の要素が動作しない確率」で計算されます。

**システムAの信頼度の計算:**

\[ \text{信頼度} = 1 - (1 - 0.9 \times 0.8) \times (1 - 0.7) \]
\[ = 1 - (1 - 0.72) \times 0.3 \]
\[ = 1 - 0.28 \times 0.3 \]
\[ = 1 - 0.084 \]
\[ = 0.916 \]

**システムBの信頼度の計算:**

\[ \text{信頼度} = 1 - (1 - 0.9 \times 0.7) \times (1 - 0.8) \]
\[ = 1 - (1 - 0.63) \times 0.2 \]
\[ = 1 - 0.37 \times 0.2 \]
\[ = 1 - 0.074 \]
\[ = 0.926 \]

**システムCの信頼度の計算:**

\[ \text{信頼度} = 1 - (1 - 0.8 \times 0.7) \times (1 - 0.9) \]
\[ = 1 - (1 - 0.56) \times 0.1 \]
\[ = 1 - 0.44 \times 0.1 \]
\[ = 1 - 0.044 \]
\[ = 0.956 \]

**システムDの信頼度の計算:**

\[ \text{信頼度} = 0.8 \times (1 - 0.9) \times (1 - 0.7) \]
\[ = 0.8 \times 0.1 \times 0.3 \]
\[ = 0.8 \times 0.03 \]
\[ = 0.024 \]

**システムEの信頼度の計算:**

\[ \text{信頼度} = 0.9 \times (1 - 0.8) \times (1 - 0.7) \]
\[ = 0.9 \times 0.2 \times 0.3 \]
\[ = 0.9 \times 0.06 \]
\[ = 0.054 \]

**信頼度の高い順に並べると:**

C: 0.956 > B: 0.926 > A: 0.916 > E: 0.054 > D: 0.024

よって、正解は「2. C　＞　B　＞　A　＞　E　＞　D」です。",
3,1,3,"設計や計画のプロジェクトを管理する方法として知られる、PDCAサイクルに関する次の（ア）〜（エ）の記述について、それぞれの正誤の組合せとして、最も適切なものはどれか。

（ア）Pは、Planの頭文字を取ったもので、プロジェクトの目標とそれを達成するためのプロセスを計画することである。
（イ）Dは、Doの頭文字を取ったもので、プロジェクトを実施することである。
（ウ）Cは、Changeの頭文字を取ったもので、プロジェクトで変更される事項を列挙することである。
（エ）Aは、Adjustの頭文字を取ったもので、プロジェクトを調整することである。",,2,"PDCAサイクルは、計画（Plan）、実施（Do）、評価（Check）、改善（Act）の4つの段階からなるサイクルです。これを基に各選択肢の正誤を確認してみましょう。

（ア）Pは、Planの頭文字を取ったもので、プロジェクトの目標とそれを達成するためのプロセスを計画することである。
→ 正

（イ）Dは、Doの頭文字を取ったもので、プロジェクトを実施することである。
→ 正

（ウ）Cは、Changeの頭文字を取ったもので、プロジェクトで変更される事項を列挙することである。
→ 誤（CはCheckの頭文字であり、実施された内容を評価・確認することを意味します）

（エ）Aは、Adjustの頭文字を取ったもので、プロジェクトを調整することである。
→ 誤（AはActの頭文字であり、評価した結果に基づき改善・修正することを意味します）

この結果、正誤の組合せは「ア：正　イ：正　ウ：誤　エ：誤」になります。

したがって、最も適切なものは「2 .ア：正　イ：正　ウ：誤　エ：誤」です。",
3,1,4,ある装置において、平均故障間隔（MTBF：Mean Time Between Failures）がA時間、平均修復時間（MTTR：Mean Time To Repair）がB時間のとき、この装置の定常アベイラビリティ（稼働率）の式として、最も適切なものはどれか。,,3,"装置の定常アベイラビリティ（稼働率）は、その装置が稼働している時間の割合を示す指標です。

定常アベイラビリティの式は以下の通りです：
\[ アベイラビリティ = \frac{MTBF}{MTBF + MTTR} \]

ここで、
MTBF（平均故障間隔） = A時間
MTTR（平均修復時間） = B時間

この式に代入すると：
\[ アベイラビリティ = \frac{A}{A + B} \]

したがって、最も適切なものは「3 .A／（A＋B）」です。",
3,1,5,"構造設計に関する次の（ア）〜（工）の記述について、それぞれの正誤の組合せとして、最も適切なものはどれか。ただし、応力とは単位面積当たりの力を示す。

（ア）両端がヒンジで圧縮力を受ける細長い棒部材について、オイラー座屈に対する安全性を向上させるためには部材長を長くすることが有効である。
（イ）引張強度の異なる、2つの細長い棒部材を考える。幾何学的形状と縦弾性係数、境界条件が同一とすると、2つの棒部材の、オイラーの座屈荷重は等しい。
（ウ）許容応力とは、応力で表した基準強度に安全率を掛けたものである。
（工）構造物は、設定された限界状態に対して設計される。考慮すべき限界状態は1つの構造物につき必ず1つである。",,5,"各記述の正誤について解説します。

（ア）オイラーの座屈に関する事象は、部材のスリムさや縦の長さに依存します。一般的に、部材が長いほどオイラーの座屈のリスクが高まります。したがって、安全性を向上させるために部材長を長くするというのは誤りです。
→ 誤

（イ）オイラーの座屈荷重は、幾何学的形状、縦弾性係数（ヤング率）、そして境界条件に依存します。引張強度が異なっても、上記の条件が同じならば、オイラーの座屈荷重も同じになります。
→ 正

（ウ）許容応力は、材料の基準強度を安全率で割ったものです。この記述の「応力で表した基準強度に安全率を掛けたもの」という部分は誤りです。
→ 誤

（工）構造物が対応する必要がある限界状態は1つとは限りません。多くの場合、複数の限界状態やシナリオを考慮する必要があります。
→ 誤

したがって、正誤の組合せは「ア：誤　イ：正　ウ：誤　エ：誤」です。

適切な答えは「5 .ア：誤　イ：正　ウ：誤　エ：誤」です。",
3,1,6,"製図法に関する次の（ア）〜（オ）の記述について、それぞれの正誤の組合せとして、最も適切なものはどれか。

（ア）対象物の投影法には、第一角法、第二角法、第三角法、第四角法、第五角法がある。
（イ）第三角法の場合は、平面図は正面図の上に、右側面図は正面図の右にというように、見る側と同じ側に描かれる。
（ウ）第一角法の場合は、平面図は正面図の上に、左側面図は正面図の右にというように、見る側とは反対の側に描かれる。
（エ）図面の描き方が、各会社や工場ごとに相違していては、いろいろ混乱が生じるため、日本では製図方式について国家規格を制定し、改訂を加えてきた。
（オ）ISOは、イタリアの規格である。",,3,"各記述の正誤について解説します。

（ア）投影法には第一角法と第三角法の2つが主に使われます。第二角法、第四角法、第五角法は実際の製図法には存在しません。
→ 誤

（イ）第三角法の場合、平面図は正面図の下に、右側面図は正面図の左に描かれます。従って、この記述は誤りです。
→ 誤

（ウ）第一角法の場合、平面図は正面図の上に、左側面図は正面図の右に描かれます。
→ 正

（エ）日本では製図方法についての国家規格を制定しており、それに基づいて製図が行われるので、この記述は正しいです。
→ 正

（オ）ISOは国際標準化機構（International Organization for Standardization）の略で、イタリアの規格ではありません。
→ 誤

したがって、正誤の組合せは「ア：誤　イ：誤　ウ：正　エ：正　オ：誤」です。

適切な答えは「3 .ア：誤　イ：誤　ウ：正　エ：正　オ：誤」です。",
3,2,1,情報セキュリティと暗号技術に関する次の記述のうち、最も適切なものはどれか。,,1,"1. **公開鍵暗号方式では、暗号化に公開鍵を使用し、復号に秘密鍵を使用する。**
   - **正しい**。公開鍵暗号方式では、公開鍵で情報を暗号化し、その暗号化された情報を持っている秘密鍵を使って復号（解読）します。

2. 公開鍵基盤の仕組みでは、ユーザとその秘密鍵の結びつきを証明するため、第三者機関である認証局がそれらデータに対するディジタル署名を発行する。
   - **誤り**。公開鍵基盤（PKI）は、ユーザ（またはエンティティ）とその公開鍵の結びつきを証明する目的でディジタル証明書を発行するものです。認証局は、ディジタル証明書に自身の秘密鍵を使ってディジタル署名を行い、その正当性を保証します。

3. スマートフォンがウイルスに感染したという報告はないため、スマートフォンにおけるウイルス対策は考えなくてもよい。
   - **誤り**。実際には、スマートフォンはウイルスやマルウェアの対象となり得るため、ウイルス対策は重要です。

4. ディジタル署名方式では、ディジタル署名の生成には公開鍵を使用し、その検証には秘密鍵を使用する。
   - **誤り**。ディジタル署名の生成には秘密鍵を使用し、その検証には公開鍵を使用します。

5. 現在、無線LANの利用においては、WEP（Wired Equivalent Privacy）方式を利用することが推奨されている。
   - **誤り**。WEPは古いセキュリティプロトコルで、脆弱性が多数知られています。現代の無線ネットワークでは、WPA2やWPA3などのより強固なプロトコルの使用が推奨されています。

したがって、最も適切な記述は**1**の選択肢です。",
3,2,2,"次の論理式と等価な論理式はどれか。

\overline{\overline{A}\cdot \overline{B} + A\cdot B}

ただし, 論理式中の+は論理和, ・は論理積を表し, 論理変数Xに対して\overline{X}はXの否定を表す。2変数の論理和の否定は各変数の否定の論理積に等しく, 2変数の論理積の否定は 各変数の否定の論理和に等しい。 また, 論理変数Xの否定の否定は論理変数Xに等しい。",,2,"与えられた論理式を以下に示します。

\[ \overline{\overline{A}\cdot \overline{B} + A\cdot B} \]

この式を簡単化するために、定義されたルールを使用します。

まず、2変数の論理和の否定についてのルールを使用します。

\[ \overline{X + Y} = \overline{X} \cdot \overline{Y} \]

このルールを使って、与えられた式を分解します。

\[ \overline{\overline{A}\cdot \overline{B} + A\cdot B} \]
\[ = \overline{\overline{A}\cdot \overline{B}} \cdot \overline{A\cdot B} \]

次に、2変数の論理積の否定についてのルールを使用します。

\[ \overline{X \cdot Y} = \overline{X} + \overline{Y} \]

上記のルールを使って、さらに式を分解します。

\[ = \left(A + B\right) \cdot \left(\overline{A} + \overline{B}\right) \]

したがって、等価な論理式は以下の選択肢となります。

\[ \left(A + B\right) \cdot \left(\overline{A} + \overline{B}\right) \]

このため、答えは**2**の選択肢です。",
3,2,3,"通信回線を用いてデータを伝送する際に必要となる時間を伝送時間と呼び、伝送時間を求めるには、次の計算式を用いる。

\[ 伝送速度＝\frac{データ量}{回線速度\times回線利用率} \]


ここで、回線速度は通信回線が1秒間に送ることができるデータ量で, 回線利用率は回 線容量のうちの実際のデータが伝送できる割合を表す。
データ量5Gバイトのデータを2分の1に圧縮し、 回線速度が200Mbps, 回線利用率が 70%である通信回線を用いて伝送する場合の伝送時間に最も近い値はどれか。 ただし, 1Gバイト=10^9バイトとし, bpsは回線速度の単位で, 1Mbpsは1秒間に伝送できるデー
タ量が10^6 ビットであることを表す。
",,2,"与えられた情報から、伝送時間を計算します。

まず、データ量が5Gバイトで2分の1に圧縮されるので、伝送するデータ量は:

\[ \frac{5 \times 10^9 \text{バイト}}{2} = 2.5 \times 10^9 \text{バイト} \]

次に、回線速度が200Mbpsなので、それをバイト単位に変換すると:

\[ 200 \times 10^6 \text{ビット/秒} = 25 \times 10^6 \text{バイト/秒} \]

(注意: 1バイト = 8ビット なので、200Mbps ÷ 8 = 25MBps)

次に、回線利用率が70%なので、実際にデータを伝送するために使用される帯域は:

\[ 25 \times 10^6 \text{バイト/秒} \times 0.7 = 17.5 \times 10^6 \text{バイト/秒} \]

最後に、伝送時間を計算すると:

\[ 伝送時間 = \frac{2.5 \times 10^9 \text{バイト}}{17.5 \times 10^6 \text{バイト/秒}} \]
\[ \approx 142.857 \text{秒} \]

これを四捨五入すると、143秒になります。

したがって、答えは**2. 143秒**です。",
